Recipe ID,Recipe Title,Calories,Fat/g,Carbo/g,Protein/g,Alcohol,Vegetarian,Vegan,Gluten Free,Dairy Free,Dish Type,Ingredients,Instructions,Ready in Minutes,Image,Popular,Price Per Serving,Halal,Breakfast,Lunch,Dinner,Snack 1,Snack 2
881,Baked Tilapia with Lemon Fettuccine,897.56,33.07,109.06,45.4,0.0,0,0,0,0,main course,"butter,   butter,   canned tomatoes,   capers,   feta cheese,   fresh basil,   garlic cloves,   lemons,   panko,   paprika,   salt,   spinach fettuccine,   sweet onion,   tilapia fillets","Preheat oven 425. Grate zest from lemons to equal 4 tsp. Cut lemons in half; squeeze juice from lemons into a measuring cup to equal 2 Tbsp. Combine panko, paprika, and 2 tsp. lemon zest in a shallow dish. Sprinkle fish with 1 tsp. salt. Dip fish in 1/4 cup melted butter; dredge in panko mixture, pressing panko to adhere. Place fish on a lightly greased rack in an aluminum foil-lined broiler pan. Drizzle remaining 2 Tbsp. melted butter over fish. Bake 20 to 25 minutes or until fish flakes with a fork. Meanwhile, prepare pasta according to package directions. Melt 2 Tbsp. butter in a large skillet over medium heat; add onion, and saut 5 to 6 minutes or until golden. Add garlic, and cook 1 minute. Add tomatoes, and cook 5 to 6 minutes or until tomato mixture begins to thicken. Stir in 2 Tbsp. lemon juice, 2 Tbsp. capers, and remaining 2 tsp. lemon zest and 1 tsp. salt; cook 2 to 3 minutes. Remove from heat, and toss with hot cooked pasta, feta cheese, and basil. Serve with fish.",33,https://spoonacular.com/recipeImages/1588-556x370.jpg,0,3.7552,1,0,0,1,0,0
882,Speckled Trout with Truffle Vinaigrette,628.51,43.87,10.44,48.35,0.0,0,0,1,0,main course,"butter,   crab,   edamame,   fresh thyme,   herbs,   olive oil,   rice vinegar,   salt,   shallot,   tomato,   trout fillets,   truffle oil","Combine first 3 ingredients in a large bowl, whisking well. Stir in edamame and next 4 ingredients. Set aside. Heat 2 tablespoons butter in a skillet over medium-high heat. Cook 2 trout fillets, skin side down, 5 minutes or until skin becomes crispy and lightly browned. Turn fish and cook an additional 5 minutes or until done. Repeat with remaining butter and trout. Spoon edamame salad on each of four plates. Top with trout and Crab-stuffed Piquillos. Garnish, if desired.",45,https://spoonacular.com/recipeImages/1589-556x370.jpg,0,5.0,1,0,0,1,0,0
883,Trout with Peach Habanero Chile Sauce,581.03,43.77,17.94,29.36,0.0,0,0,0,0,main course,"baking powder,   black pepper,   butter,   eggs,   flour,   habanero chile,   olive oil,   pecan,   salt,   trout fillets","Prepare Peach-Habanero Chile Sauce; keep warm. Process pecans in a food processor until finely ground. Combine pecans, 1/2 cup flour, baking powder, salt, and pepper in a shallow dish. Place eggs in another shallow dish. Coat fillets lightly in remaining 1/2 cup flour. Dip fillets into eggs, and dredge in pecan mixture. Melt 2 tablespoons butter with 2 tablespoons oil in a large skillet over medium-high heat. Cook 2 fillets 4 minutes on each side or until golden. Repeat with remaining butter, oil, and fillets. Serve immediately with Peach-Habanero Chile Sauce.",45,https://spoonacular.com/recipeImages/1590-556x370.jpg,0,34.0,1,0,0,1,0,0
884,Natalie's Cajun Tilapia,293.31,13.12,18.72,25.5,0.0,0,0,0,0,main course,"butter,   cajun seasoning,   olive oil,   parsley,   self-rising flour,   tilapia fillets,   yellow cornmeal","Sprinkle fillets with 1 tsp. seasoning. Combine remaining seasoning, flour, and cornmeal. Dredge fillets in flour mixture, shaking off excess. Melt butter with oil in a large skillet over medium-high heat; add fillets, and cook 3 to 4 minutes on each side or until fish flakes with a fork. Squeeze juice from lemon over fillets, and garnish, if desired. Serve immediately. *Creole seasoning may be substituted. Cajun-Seasoned Pan-Fried Chicken Breasts: Substitute 4 (8-oz.) skinned and boned chicken breasts for tilapia. Proceed with recipe as directed, cooking 8 to 10 minutes on each side or until done. Prep: 10 min., Cook: 16 min. Cajun-Seasoned Pan-Fried Pork Chops: Substitute 4 (8-oz.) bone-in center-cut pork chops for tilapia. Proceed with recipe as directed, cooking 8 to 10 minutes on each side or until done. Prep: 10 min., Cook: 16 min.",16,https://spoonacular.com/recipeImages/1591-556x370.jpg,0,2.2325,1,0,0,1,0,0
885,Salmon with Andouille,528.33,39.8,1.38,39.56,0.0,0,0,1,0,main course,"andouille sausage,   green olives,   olive oil,   salmon fillets,   salt and pepper,   shallot,   unsalted butter","Heat a small skillet over high heat. Add the andouille and cook, stirring, until sizzling, about 1 minute. Transfer to a medium bowl and let cool to room temperature. Mix the sausage with the sliced olives, softened butter and minced shallot. Light a grill. Rub the salmon fillets all over with olive oil and season lightly with salt and pepper. Grill the salmon over high heat, turning once, until nicely charred and just cooked through, about 3 minutes per side. Transfer the salmon to plates, top with the buttered andouille mixture and serve immediately.",30,https://spoonacular.com/recipeImages/1593-556x370.jpg,0,4.4475,1,0,0,1,0,0
886,Roasted Halibut Olive Sauce,423.86,25.24,6.81,38.18,2.06,0,0,1,0,main course,"bay leaf,   clam juice,   dry white wine,   flat-leaf parsley,   green olives,   halibut fillets,   heavy cream,   lime juice,   olive oil,   salt,   shallot,   unsalted butter,   white peppercorns","Preheat the oven to 450. In a large, shallow dish, mix 2 tablespoons of the lime juice with the olive oil. Add the halibut fillets and turn to coat. Refrigerate for 15 minutes. In a medium skillet, combine the fish stock, wine, shallot, white peppercorns, bay leaf and the remaining 2 tablespoons of lime juice. Boil over high heat until reduced to 1/2 cup, about 6 minutes. Add the cream, bring to a boil and simmer over moderately low heat until reduced to 2/3 cup, about 10 minutes. Strain the sauce into a small saucepan. Season the halibut fillets with salt and white pepper and transfer them to a large rimmed baking sheet. Bake in the upper third of the oven until just cooked through, about 10 minutes. Add the olives to the cream sauce and bring to a boil. Pour in any accumulated fish juices. Remove the sauce from the heat and whisk in the butter until incorporated. Stir in the parsley and season with salt and white pepper. Set the halibut fillets on warmed plates, spoon the sauce on top and serve.",60,https://spoonacular.com/recipeImages/1594-556x370.jpg,0,7.7271,0,0,0,1,0,0
887,Glazed Salmon with Brussels Sprout Hash,464.15,20.47,18.92,49.67,0.0,0,0,1,0,main course,"apple cider,   bacon,   brussels sprouts,   onion,   salmon steaks,   salt and pepper,   unsalted butter,   yukon gold potatoes,   applejack","In a medium saucepan of boiling salted water, cook the potatoes until just tender, about 15 minutes. Using a slotted spoon, transfer the potatoes to a plate and let cool slightly. Separate the brussels sprouts into leaves. Add the leaves to the boiling water and cook until they turn bright green, about 2 minutes; drain. Peel the potatoes and cut them into 1/2-inch dice. In a large skillet, cook the bacon over moderate heat, turning once, until crisp, about 5 minutes. Drain the bacon and coarsely chop it. Pour off all but 2 tablespoons of the bacon fat from the skillet. Add the potatoes and cook over moderate heat until browned on the bottom, about 4 minutes. Stir the potatoes and cook until browned all over, about 3 minutes. Add the onion to the skillet and cook over moderate heat, stirring, until softened and starting to brown, about 4 minutes. Add the brussels sprout leaves and the bacon and cook, stirring, until heated through, about 1 minute. Season with salt and pepper. Meanwhile, in a medium saucepan, boil the apple cider with the applejack and butter until the cider glaze is reduced to 2/3 cup, about 25 minutes. Preheat the broiler. Season the salmon steaks with salt and pepper and brush them on both sides with the cider glaze. Arrange the steaks in a broiler pan or on a rack set in a rimmed baking sheet. Broil the salmon for about 8 minutes, brushing occasionally with the glaze, or until crisp and just cooked through. Reheat the brussels sprout hash. Brush the salmon steaks with any remaining cider glaze, then transfer to plates and serve with the hash.",45,https://spoonacular.com/recipeImages/1595-556x370.jpg,0,5.7654,1,0,0,1,0,0
888,Lemon Cream Roast Salmon,586.17,40.49,23.36,33.06,0.0,0,0,1,0,main course,"black pepper,   butter,   heavy cream,   lemon zest,   parsnips,   salmon fillet,   salt,   salt and pepper,   sour cream","Preheat oven to 425F. Rinse and pat dry the salmon fillet. Place fillet, skin side down, in a lightly greased baking pan just large enough to hold it. Mix together lemon zest, ground pepper, and salt, and press onto salmon fillet. Pour the cream over the salmon. Roast in the oven until the salmon is just cooked, about 25 minutes (check for done-ness with a fork, the salmon should flake but not appear dry). Serve over the whipped parsnips with the cream sauce from the pan scraped/poured over each serving. Season with extra salt, if desired. Accompany with a cucumber salad or another green vegetable. Place parsnips in a pot, and fill with water just to cover. Cover and bring to a boil, then turn down to a simmer and cook until the parsnip is quite tender, about 30 minutes. Drain, then return the parsnips to the pot, add the butter and the sour cream. Use a handheld mixer to whip the parsnips, butter, and sour cream together, adding more butter or sour cream if they seem too dry. Season to taste with salt and pepper. Serve with roast salmon.",45,https://spoonacular.com/recipeImages/1596-556x370.jpg,0,43.0,1,0,0,1,0,0
889,Crispy Baked Fish,510.48,21.91,26.23,53.31,0.0,0,0,0,0,main course,"breadcrumbs,   butter,   carrot,   dijon mustard,   flour,   lemon juice,   milk,   onion,   parmesan,   bell pepper,   salt,   sour cream,   whitefish fillets","Preheat your oven to 400 (200C)Combine 1 tbsp breadcrumbs with 1 tbsp Parmesan. Used my food processor because I wanted to put some extra flavor in the topping, so I addeda littleleft-over chorizo.Its the perfect way to putflavor and structure in your topping. You dont need a lot of chorizo, just a few tiny pieces. Pulsate until it ends up pretty fine. You can do this with any kind of hard sausage or even crumbled up bacon, or just stick to breadcrumbs and Parmesan if you like it plain.Peel a medium carrot. Finely mince the carrot and onion. You can alsoadd grated garlic if you like, I didnt add it this time.Chop as much (or as little) dill as you like or simply use dried dill. Im not too crazy about dill, but do like how it combines with fish, so used a moderate amount.Action shot! I love how this one came out. If the light outside gets so bad (during autumn) Im forced to use a tripod, I might as well use it to my advantage.Heat two tbsp butter and sautee the onion and carrot over medium heat. Keep stirring every now and then, nothing should end up browned.Thawed 4 pieces of whitefish fillet. Always have them in my freezer, you can do lots of things with them. They make great fish cookies with a little leftover mashed potatoes, some vegetables and fresh herbs.When the onions are translucent, add the fish. Just get it all in there, lower the heat and let it cook until it starts to fall apart. Flip it over every now and then.Pretty soon the fish is going to fall apart and flake. Break up the coarse pieces.Top the fish with 1 heaping tbsp flour, stir a bit and cook for one minute. Slowly pour in the milk while carefully stirring until you have a sauce consistency you like. It shouldnt be too thin, though.Add a good pinch of salt and pepper. I used my fingers and kept checking the seasoning, so cant give you exact quantities. It just varies every time I make this dish.Ive added 1/2 tsp Dijon mustard, its pretty heavy in flavor but goes really well with the fish. Use less if you like. Also threw in a heaping tbsp sour cream, and for lack of fresh lemon juice, I committed sacrilege and used one of those plastic jars and just squeezed a little in. Dont tell anyone!In goes the dill. Now simmer the sauce over low heat for another minute or two.Transfer it all to a baking dish. When you see this creamy fish concoction, you just know its gonna taste fantastic with french fries, right?Sprinkle the bread/Parmesan mix on top.Until everything is royally covered. Pop in a preheated oven for 10 to 15 minutes, until the top is golden brown and crispy.Serve with french fries and a nice mixed vegetable salad on the side. My boy doesnt even need utensils with this, he simply uses the fish as a dip for his French fries. No, I didnt raise him like that, but what can you do? :)PrintableRecipe kayotic.comClick hereto print recipes older than 2010e-mail this post to a friend",15,https://spoonacular.com/recipeImages/1598-556x370.jpg,0,6.1035,1,0,0,1,0,0
890,Pan-Seared Tarragon Trout,375.31,17.24,12.7,37.13,3.09,0,0,0,0,main course,"black pepper,   butter,   dried tarragon,   dry white wine,   flour,   garlic clove,   lemon,   salt,   trout fillets","Zest and juice lemon, reserving 1/4 teaspoon zest and 1 teaspoon juice. Place flour in a shallow dish. Sprinkle fish evenly with salt and pepper; dredge fish in flour. Melt butter in a large nonstick skillet over medium-high heat. Add fish; cook 2 to 3 minutes on each side or until fish flakes easily when tested with a fork or until desired degree of doneness. Remove fish from pan; keep warm. Add garlic to pan; saut 1 minute or until browned. Add wine; cook until liquid almost evaporates, scraping pan to loosen browned bits. Stir in tarragon and reserved lemon zest and juice. Pour garlic sauce over fish.",15,https://spoonacular.com/recipeImages/1599-556x370.jpg,0,5.2636,0,0,0,1,0,0
891,Red Snapper With Chickpeas,556.19,16.46,13.88,72.2,6.96,0,0,0,0,main course,"butter,   chick peas,   chick peas,   fennel,   fennel bulbs,   fish,   fish fillets,   ready to use piecrust,   rice paper,   salt and pepper,   snapper,   snapper,   white wine,   wine","Pre-heat the oven to 400Peel, then grate the potatoes and onions into a bowlSeason generously with salt and pepperTip into a tea towel and wring out until as dry as possibleWipe a thin layer of oil around the muffin tins to stop the rosti from stickingPress a tbsp of potato mixture firmly into the bottom of each hole (it should come about 1cm up the side of the tin)Put a tiny knob of butter on top (about tsp) (the butter helps the rosti brown, but add too much and theyll be greasy)Bake for about 35 45 minutes, depending on the thickness of the potato you want the tops to be golden and crispy looking. They will get there. Be patient.Turn out so that the bottom is now the topArrange on plates with a blob of dour cream, drape over the salmon and garnish with a few strands of dill. Serve a lemon quarter on the side for squeezing.",15,https://spoonacular.com/recipeImages/1601-556x370.jpg,0,6.6365,0,0,0,1,0,0
892,Pistachio Salmon with Lemon Cream Sauce,545.42,45.05,9.42,27.12,0.0,0,0,0,0,main course,"black pepper,   butter,   chicken broth,   flour,   garlic,   ground pepper,   heavy whipping cream,   lemon juice,   lemon zest,   olive oil,   pistachios,   salmon fillets,   salt","In a shallow dish, combine the pistachios, salt, and pepper. Dredge the salmon in the pistachio mixture, pressing gently to coat. In a small skillet, heat the oil and garlic over medium heat. Add the salmon and cook until browned, about 2 to 3 minutes. Reduce the heat to medium; turn the salmon and cook until salmon flakes easily with fork, about 2 or 3 minutes more. Transfer the fillets to serving plates. Serve with Lemon Cream Sauce, and garnish with chopped pistachios, if desired. In a small saucepan, melt the butter over medium-high heat. Add the flour, whisking to combine and cook for 2 minutes. Reduce the heat to medium; stir in the broth and cream and simmer until thickened, whisking frequently, about 3 minutes. Add the lemon zest, lemon juice, salt, and pepper, whisking to combine. Cook for 2 minutes, whisking constantly. Pour into a serving dish and serve with the salmon.",28,https://spoonacular.com/recipeImages/1602-556x370.jpeg,0,3.6255,1,0,0,1,0,0
893,Black Cod with Chanterelle Ragout,442.28,18.06,8.92,55.88,1.37,0,0,0,0,main course,"cod fillets,   breadcrumbs,   chanterelles,   dry white wine,   garlic cloves,   lemon juice,   lemon peel,   olive oil,   parmesan cheese,   parsley,   unsalted butter","Preparation Preheat oven to 400°F. Melt butter with 2tablespoons oil in large skillet over medium-highheat. Add mushrooms and sauté untilbeginning to color. Stir in garlic and parsley.Add wine; simmer until almost evaporated, scraping up browned bits in skillet, about 1minute. Remove from heat. Stir in lemon peeland lemon juice. Season with salt and pepper. Brush 13x9x2-inch glass baking dish with1 tablespoon oil. Place cod, skin side down, in baking dish. Sprinkle with salt and pepper.Cover with mushroom mixture. Sprinklewith breadcrumbs and Parmesan; drizzle withremaining 1 tablespoon oil. Bake until fish isopaque in center, about 20 minutes.",45,https://spoonacular.com/recipeImages/1605-556x370.jpg,0,9.0,0,0,0,1,0,0
894,Hazelnut-Crusted Halibut with Roasted Asparagus,327.51,16.44,9.54,37.53,0.0,0,0,1,0,main course,"asparagus,   black pepper,   butter,   egg white,   fresh thyme,   garlic cloves,   halibut fillets,   hazelnuts,   lemon wedges,   olive oil,   potatoes,   salt","Preheat oven to 400. Heat butter and 1 teaspoon oil in a large nonstick skillet over medium-high heat. Brush tops of fish fillets with egg white; sprinkle fish evenly with 1/4 teaspoon salt and 1/4 teaspoon pepper. Coat tops of fish with nuts, pressing gently to adhere. Place half of fish, nuts side down, in pan; cook 3 minutes or until browned. Turn fish over; cook 4 minutes or until desired degree of doneness. Combine remaining 1 teaspoon olive oil, garlic, and asparagus on a jelly-roll pan coated with cooking spray; toss to combine. Sprinkle with remaining 1/4 teaspoon salt, remaining 1/4 teaspoon pepper, and thyme. Bake at 400 for 8 minutes or until crisp-tender. Serve with fish and lemon wedges.",28,https://spoonacular.com/recipeImages/1608-556x370.jpg,0,7.1062,1,0,0,1,0,0
895,Olive Oil Poached Salmon,357.58,21.51,13.43,27.43,0.0,0,0,1,0,main course,"asparagus,   chanterelles,   chicken stock,   garlic cloves,   olive oil,   olive oil,   onion,   salmon fillets,   salt and pepper,   thyme,   unsalted butter","Heat the chicken stock in a medium saucepan. Add the chanterelle trimmings, cover and simmer over low heat for 10 minutes. Strain the broth and discard the trimmings. In a large skillet, heat the extra-virgin olive oil until shimmering. Add the chanterelles, season lightly with salt and pepper and cook over moderately high heat, stirring, until dry and golden brown, about 8 minutes. Add the garlic and cook, stirring frequently, until fragrant, about 3 minutes. Transfer the chanterelles to a plate. Add the mushroom broth to the skillet and boil until reduced to 1 cup, about 10 minutes. Return the chanterelles to the skillet. In a large saucepan of boiling salted water, cook the asparagus until almost tender, about 2 minutes. Remove from the heat and cover. Season the salmon with salt and pepper. In a large, deep skillet, heat the pure olive oil until shimmering. Add the salmon and cook over moderate heat for 3 minutes. Using a spatula, carefully turn the fillets and simmer until just cooked through, about 3 minutes longer. Bring the chanterelles to a boil and remove from the heat. Add the thyme and whisk inthe butter, 1 tablespoon at a time. Season with salt and pepper. Spoon the sauce into warmed shallow bowls. Set a salmon fillet in each bowl, spoon the Three Onion Risotto beside it and garnish with the asparagus.",45,https://spoonacular.com/recipeImages/1609-556x370.jpg,0,69.0,1,0,0,1,0,0
896,Hazelnut Crusted Trout,820.65,59.36,5.52,67.06,0.0,0,0,1,0,main course,"egg,   fresh flat-leaf parsley,   hazelnuts,   lemon juice,   trout filet,   unsalted butter,   vegetable oil","Preparation Pulse nuts in a food processor until finely ground. Rinse trout and pat dry. Season with salt inside and out. Beat egg in a pie plate. Spread ground nuts on a dinner plate. Dip both sides of trout first in egg and then nuts. Heat oil in a 12-inch heavy skillet over moderate heat until hot but not smoking and cook trout, shaking skillet to prevent sticking and turning once with a metal spatula, until browned on both sides and just cooked through, about 12 minutes total. While trout is cooking, melt butter in a small saucepan and stir in lemon juice. Season with salt and pepper and keep warm. Pour over trout and sprinkle fish with parsley.",25,https://spoonacular.com/recipeImages/1610-556x370.jpg,0,7.0,1,0,0,1,0,0
897,Cornmeal Fried Trout with Grapefruit,423.72,23.19,13.97,38.66,0.0,0,0,1,0,main course,"egg,   red grapefruit,   sage leaves,   salt and pepper,   trout fillets,   unsalted butter,   vegetable oil,   water,   yellow cornmeal","Using a sharp knife, remove the peel and bitter white pith from the grapefruit. Working over a medium bowl, carefully cut in between the membranes to release the sections into the bowl. Squeeze the remaining grapefruit juice into a separate bowl. Put the flour, egg and cornmeal in 3 shallow bowls. Season the trout fillets with salt and pepper and lightly dust them with flour, tapping off the excess. Dip the fillets in the beaten egg, then dredge them in the cornmeal. In a large skillet, melt 1 tablespoon of the butter. Add the sage leaves and cook over moderate heat, turning once, until crisp, about 2 minutes per side. Transfer the sage leaves to a plate lined with paper towels to drain. Add 1/4 inch of the vegetable oil to the skillet and heat until shimmering. Carefully add the trout fillets and fry over moderately high heat until golden brown and just cooked through, about 3 minutes per side. Divide the fillets among 4 plates. Discard the oil and wipe out the skillet with paper towels. Add the fresh grapefruit juice and water to the skillet and bring to a boil; cook for 1 minute. Reduce the heat to moderate, add the grapefruit sections and simmer the sauce for 1 minute. Remove the skillet from the heat and swirl in the remaining 2 tablespoons of butter, 1 tablespoon at a time. Season with salt and pepper and spoon the sauce and grapefruit sections over the trout. Garnish each fillet with 2 sage leaves and serve immediately.",35,https://spoonacular.com/recipeImages/1612-556x370.jpg,0,4.4208,1,0,0,1,0,0
898,Sole with Tarragon-Butter Sauce,208.81,8.5,2.52,21.78,4.64,0,0,1,0,main course,"black pepper,   butter,   dry white wine,   fat-free less-sodium chicken broth,   fresh chives,   fresh tarragon,   garlic,   salt,   shallots,   sole","Sprinkle fish with 1/4 teaspoon salt and pepper. Heat a large nonstick skillet over medium-high heat. Coat pan with cooking spray. Add 2 fish fillets to pan; cook 2 minutes on each side or until fish flakes easily when tested with a fork or until desired degree of doneness. Remove from pan; cover and keep warm. Repeat with remaining fish. Add wine, broth, shallots, and garlic to pan; bring to a boil. Reduce heat, and simmer until reduced to about 1/2 cup (about 10 minutes). Remove from heat; stir in butter, remaining 1/4 teaspoon salt, chives, and tarragon. Spoon sauce over fish; serve immediately. Wine note: The delicate, mild flavor of sole calls for a white wine that's not overtly oaky. I find that one of the new, so-called unoaked chardonnays works beautifully, especially since chardonnay often has a touch of buttery flavor that picks up on the essence of this rich-tasting sauce. New Zealand makes many of the best unoaked chardonnays. One fantastic example is Kim Crawford Unoaked Chardonnay 2005 from Marlborough, New Zealand ($17). -Karen MacNeil",45,https://spoonacular.com/recipeImages/1613-556x370.jpg,0,4.3157,0,0,0,1,0,0
899,Thyme-Crusted Buttery Halibut with Parsley Sauce,359.09,21.6,7.81,33.0,0.0,0,0,0,0,main course,"halibut fillet,   lemon juice,   olive oil,   parsley leaves,   salt and pepper,   shallot,   thyme leaves,   unsalted butter,   wondra flour","In a mini food processor, combine the parsley with the olive oil, shallot and lemon juice and process to a coarse puree. Season with salt and pepper. In a shallow bowl, mix the flour with 1 teaspoon of salt and 1/2 teaspoon of pepper. Press 1 tablespoon of the thyme leaves onto the halibut and dredge in the flour, shaking off the excess. In a large nonstick skillet, melt the butter. When the foam subsides, add the halibut pieces and cook over moderately high heat, turning once, until golden brown and just cooked, about 3 minutes per side. Reduce the heat to moderate if the fish is getting too dark. Transfer the halibut to plates and sprinkle with the remaining 1 teaspoon of thyme leaves. Serve with the parsley sauce.",25,https://spoonacular.com/recipeImages/1614-556x370.jpg,0,6.6627,1,0,0,1,0,0
900,Oven-braised Salmon In Lemon-tarragon Crème Fraîche,483.69,33.53,4.54,35.3,2.85,0,0,1,0,main course,"butter,   crème fraîche,   dry vermouth,   fresh dill,   fresh tarragon,   kosher salt,   lemon juice,   salmon fillets,   shallot","Heat the oven to 350F. Cut a piece of parchment to fit inside a large ovenproof skillet, saut pan, or flameproof baking dish. Lightly butter one side of the parchment. Combine the lemon juice, tarragon, and crme frache in a small bowl and set aside. Melt 2 Tbs. of the butter in the pan or baking dish over medium-high heat. Add the shallot and vermouth and reduce to a glaze; remove from the heat. Season the fillets with salt and pepper and arrange in a single layer in the pan. Pour the crme frache mixture over the salmon, cover with the parchment, butter side down, and bake until the salmon is just opaque throughout, 18 to 20 minutes; dont overcook. Transfer the salmon to a plate and keep warm. Put the pan over medium heat and reduce the sauce until its thick enough to lightly coat a spoon. Remove from the heat, whisk in the remaining 2 Tbs. butter, and taste for salt and pepper. Put each salmon fillet on a warm dinner plate and spoon the sauce over each. Garnish with the dill or chives. Serving Suggestions Serve the salmon with spring peas or asparagus. Drink Suggestions Try a crisp French Chardonnay or Sauvignon Blanc with little or no oak, such as the Chablis from Rolland Lavantureux or the Domaine Chavet Menetou-Salon, a little-known Loire Sauvignon Blanc. nutrition information (per serving): Calories (kcal): 620, Fat (kcal): 48, Fat Calories (g): 440, Saturated Fat (g): 22, Protein (g): 36, Monounsaturated Fat (g): 15, Carbohydrates (mg): 4, Polyunsaturated Fat (mg): 8, Sodium (g): 610, Cholesterol (g): 200, Fiber (g): 0, Photo: Scott Phillips Rate this Recipe and View Reviews",45,https://spoonacular.com/recipeImages/1615-556x370.jpg,0,5.356,0,0,0,1,0,0
901,Pan-Sautéed Trout with Capers,296.94,14.14,1.52,35.54,2.06,0,0,1,0,main course,"black pepper,   butter,   capers,   dry white wine,   fresh flat-leaf parsley,   herbes de provence,   lemon juice,   lemon rind,   salt,   trout fillets","Heat a large nonstick skillet over medium-high heat. Sprinkle fish evenly with salt and pepper. Coat pan with cooking spray. Add fish to pan; cook 2 minutes on each side or until fish flakes easily when tested with a fork. Remove fish from pan; keep warm. Add wine, rind, juice, capers, and herbes de Provence to pan; cook 30 seconds, stirring constantly. Remove pan from heat. Add butter to pan, stirring constantly with a whisk until butter melts and sauce is smooth. Serve sauce over fish; sprinkle with parsley.",45,https://spoonacular.com/recipeImages/1618-556x370.jpg,0,4.5713,0,0,0,1,0,0
902,Cornmeal Crusted Pan-Fried Trout,235.54,17.81,17.06,2.36,0.0,1,0,0,0,side dish,"butter,   canola oil,   cornmeal,   flour,   fresh flat-leaf parsley,   kosher salt,   lemon wedges","Procedures 1 Heat a large, heavy cast-iron skillet over medium-high heat. 2 Open up the trout, pat dry, and season with salt and pepper. Mix together the cornmeal, flour, 1 teaspoon salt, 1/2 teaspoon pepper, and the parsley in a wide bowl. 3 Dip the trout into the cornmeal mix on the cut side only. Make sure it is thoroughly coated. If not cooking right away, place the fish on a platter in one layer, uncovered, in the refrigerator. 4 Add 2 tablespoons of canola oil to the hot pan and when it is just below smoking, carefully add 1 or 2 trout-however many will fit in your pan-skin side up. After 1 minute, add 2 teaspoons of butter to the pan. Watch the skin, and when you see it begin to dimple and curl (this will take about 2 minutes), turn the fish. Cook on the skin side for 30 seconds to a minute, just until the fish begins to curl. Remove from the pan and keep warm in a low oven while you repeat with the remaining oil, butter, and fish. Serve hot, with lemon wedges.",45,https://spoonacular.com/recipeImages/1619-556x370.jpg,0,1.714,1,0,0,0,0,1
903,"Halibut with Pepitas, Capers, and Basil",350.67,17.47,3.71,33.53,6.18,0,0,1,0,main course,"basil,   black pepper,   capers,   cherry tomatoes,   dry white wine,   halibut fillets,   kosher salt,   lemon juice,   olive oil,   pepitas,   unsalted butter","In a small, dry skillet over medium-low heat, toast the pepitas lightly. Don't allow them to brown. As soon as you begin to smell them, remove the pan from the heat and transfer to a large plate. Set aside. Preheat the oven to 400 degrees F. Sprinkle the halibut on both sides with 1 teaspoon of the salt and the pepper. Heat the oil in a large skillet with an ovenproof handle over medium-high heat until it begins to shimmer but is not smoking. Place the fillets skin side up in the hot oil and sear until the fish begins to turn color, 2 to 3 minutes. Turn the fillets and add the lemon juice, wine, and butter to the pan. As soon as the butter melts and becomes foamy, add the capers and tomatoes and simmer until the tomatoes release some juices, about 1 minute. Place the pan in the oven until the fish is cooked through, 7 to 10 minutes. Baste the fish with some of the juices and transfer to serving plates. Add the cup torn basil, pepitas, and the remaining teaspoon of salt to the pan juices and stir until the basil is slightly wilted. Spoon the mixture over the fish, garnish with fresh basil leaves, and serve.",45,https://spoonacular.com/recipeImages/1620-556x370.jpeg,0,71.0,0,0,0,1,0,0
904,Floribbean Grouper with Papaya Jam,468.25,13.82,43.64,40.85,0.0,0,0,0,0,main course,"black pepper,   butter,   egg whites,   flour,   grouper fillets,   jalapeno pepper,   lime juice,   panko,   papaya,   red bell pepper,   red wine vinegar,   roasted cashews,   salt,   salt,   sugar,   sweetened coconut,   water","To prepare jam, combine first 3 ingredients in a food processor; process until smooth. Combine water, sugar, red wine vinegar, and dash of salt in a small saucepan over medium-high heat. Cook until sugar dissolves, stirring frequently. Reduce heat to medium. Add pureed bell pepper mixture; cook 7 minutes or until thickened and reduced to 1/2 cup, stirring frequently. Remove from heat; stir in lime juice. Cool. Preheat oven to 350. To prepare grouper, place the panko, coconut, and cashews in food processor; pulse 4 times or until cashews are finely chopped. Place panko mixture in a shallow dish. Place flour in another shallow dish; place egg whites in another shallow dish. Sprinkle fillets with 1/8 teaspoon salt and black pepper. Dredge 1 fillet in flour. Dip fillet into egg whites; dredge in panko mixture, gently pressing coating onto fillet to adhere. Repeat procedure with remaining fillet, flour, egg whites, and panko mixture. Melt butter in a large nonstick skillet over medium-high heat. Add fillets; cook 2 minutes or until lightly browned on bottom. Turn fillets over; wrap handle of pan with foil. Place pan in oven; bake at 350 for 8 minutes or until fish flakes easily when tested with a fork. Serve immediately with jam and lime wedges, if desired.",45,https://spoonacular.com/recipeImages/1621-556x370.jpg,0,2.7541,0,0,0,1,0,0
